RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
196645.87,0,,,,,,,,,,,,
127506.76,0,,,,,,,,,,,,
147930.46,0,,,,,,,,,,,,
179689.05,1,,,,,,,,,,,,
2619.64,1,,,,,,,,,,,,
166799.93,0,,,,,,,,,,,,
133516.51,1,,,,,,,,,,,,
163736.09,1,,,,,,,,,,,,
179488.41,1,,,,,,,,,,,,
113291.75,0,,,,,,,,,,,,
64907.48,1,,,,,,,,,,,,
141364.27,0,,,,,,,,,,,,
101141.28,0,,,,,,,,,,,,
183490.99,0,,,,,,,,,,,,
4798.12,0,,,,,,,,,,,,
131807.14,0,,,,,,,,,,,,
97192.76,0,,,,,,,,,,,,
164128.58,0,,,,,,,,,,,,
176809.87,0,,,,,,,,,,,,
110059.38,0,,,,,,,,,,,,
108398.63,0,,,,,,,,,,,,
47117.03,0,,,,,,,,,,,,
124720.68,1,,,,,,,,,,,,
53328.7,0,,,,,,,,,,,,
82634.41,0,,,,,,,,,,,,
147059.16,0,,,,,,,,,,,,
141946.92,0,,,,,,,,,,,,
123583.85,0,,,,,,,,,,,,
155915.24,1,,,,,,,,,,,,
29076.27,0,,,,,,,,,,,,
97382.8,0,,,,,,,,,,,,
57643.55,0,,,,,,,,,,,,
66006.75,1,,,,,,,,,,,,
72350.47,0,,,,,,,,,,,,
197789.83,1,,,,,,,,,,,,
65520.74,0,,,,,,,,,,,,
31825.84,0,,,,,,,,,,,,
185561.89,0,,,,,,,,,,,,
25803.59,1,,,,,,,,,,,,
154337.47,0,,,,,,,,,,,,
138145.62,0,,,,,,,,,,,,
51565.98,1,,,,,,,,,,,,
71323.23,0,,,,,,,,,,,,
38882.34,0,,,,,,,,,,,,
676.06,0,,,,,,,,,,,,
72203.8,0,,,,,,,,,,,,
174094.24,0,,,,,,,,,,,,
2150.22,0,,,,,,,,,,,,
177783.04,0,,,,,,,,,,,,
44363.42,0,,,,,,,,,,,,
96847.91,0,,,,,,,,,,,,
148579.43,1,,,,,,,,,,,,
38308.34,0,,,,,,,,,,,,
142538.31,0,,,,,,,,,,,,
153122.58,0,,,,,,,,,,,,
169505.83,0,,,,,,,,,,,,
57929.9,0,,,,,,,,,,,,
175399.14,0,,,,,,,,,,,,
107964.36,0,,,,,,,,,,,,
94263.44,0,,,,,,,,,,,,
155921.81,1,,,,,,,,,,,,
137995.66,1,,,,,,,,,,,,
179631.85,0,,,,,,,,,,,,
166586.99,1,,,,,,,,,,,,
115116.35,1,,,,,,,,,,,,
23881.62,0,,,,,,,,,,,,
105837.38,0,,,,,,,,,,,,
101418.05,0,,,,,,,,,,,,
182266.01,0,,,,,,,,,,,,
28698.17,0,,,,,,,,,,,,
50422.36,1,,,,,,,,,,,,
151336.96,0,,,,,,,,,,,,
112979.6,1,,,,,,,,,,,,
36371.27,0,,,,,,,,,,,,
52166.25,0,,,,,,,,,,,,
147261.58,0,,,,,,,,,,,,
88724.49,0,,,,,,,,,,,,
190531.77,0,,,,,,,,,,,,
199953.33,0,,,,,,,,,,,,
144290.97,0,,,,,,,,,,,,
130514.78,0,,,,,,,,,,,,
53954.24,0,,,,,,,,,,,,
169802.73,0,,,,,,,,,,,,
146851.73,0,,,,,,,,,,,,
96832.82,0,,,,,,,,,,,,
57553.02,0,,,,,,,,,,,,
74800.99,0,,,,,,,,,,,,
192542.17,0,,,,,,,,,,,,
72990.62,0,,,,,,,,,,,,
31050.02,0,,,,,,,,,,,,
52795.56,1,,,,,,,,,,,,
27435.41,0,,,,,,,,,,,,
150266.81,0,,,,,,,,,,,,
40299.23,0,,,,,,,,,,,,
149369.41,0,,,,,,,,,,,,
120250.58,0,,,,,,,,,,,,
84760.32,1,,,,,,,,,,,,
156424.4,0,,,,,,,,,,,,
109355.73,1,,,,,,,,,,,,
184936.77,0,,,,,,,,,,,,
36560.51,0,,,,,,,,,,,,
165693.06,0,,,,,,,,,,,,
163666.85,0,,,,,,,,,,,,
35644.79,0,,,,,,,,,,,,
188203.58,0,,,,,,,,,,,,
6120.84,0,,,,,,,,,,,,
164484.78,0,,,,,,,,,,,,
164268.28,0,,,,,,,,,,,,
140136.1,1,,,,,,,,,,,,
121084.27,0,,,,,,,,,,,,
35156.54,0,,,,,,,,,,,,
103159.11,0,,,,,,,,,,,,
74858.3,0,,,,,,,,,,,,
91556.57,1,,,,,,,,,,,,
199203.21,0,,,,,,,,,,,,
27011.8,1,,,,,,,,,,,,
188637.05,0,,,,,,,,,,,,
61581.2,0,,,,,,,,,,,,
197529.23,0,,,,,,,,,,,,
182258.17,0,,,,,,,,,,,,
80778.5,0,,,,,,,,,,,,
155394.52,0,,,,,,,,,,,,
3408.7,0,,,,,,,,,,,,
19367.98,1,,,,,,,,,,,,
62282.99,1,,,,,,,,,,,,
65396.79,0,,,,,,,,,,,,
139712.81,0,,,,,,,,,,,,
60972.84,0,,,,,,,,,,,,
1375.46,0,,,,,,,,,,,,
22191.82,0,,,,,,,,,,,,
8973.67,1,,,,,,,,,,,,
118502.34,1,,,,,,,,,,,,
161802.82,1,,,,,,,,,,,,
90494.72,0,,,,,,,,,,,,
15470.91,0,,,,,,,,,,,,
65147.27,0,,,,,,,,,,,,
157886.6,0,,,,,,,,,,,,
85439.73,0,,,,,,,,,,,,
54038.62,0,,,,,,,,,,,,
25684.85,0,,,,,,,,,,,,
186116.54,0,,,,,,,,,,,,
166830.71,0,,,,,,,,,,,,
27886.06,0,,,,,,,,,,,,
5768.32,0,,,,,,,,,,,,
80575.44,1,,,,,,,,,,,,
68987.55,0,,,,,,,,,,,,
27097.82,0,,,,,,,,,,,,
199320.77,0,,,,,,,,,,,,
5566.6,0,,,,,,,,,,,,
133871.83,0,,,,,,,,,,,,
152843.53,0,,,,,,,,,,,,
41800.18,0,,,,,,,,,,,,
92053.75,0,,,,,,,,,,,,
100717.54,0,,,,,,,,,,,,
42935.15,0,,,,,,,,,,,,
149170.92,0,,,,,,,,,,,,
107499.39,0,,,,,,,,,,,,
153342.38,0,,,,,,,,,,,,
107825.08,1,,,,,,,,,,,,
47952.45,0,,,,,,,,,,,,
131007.18,0,,,,,,,,,,,,
33143.04,0,,,,,,,,,,,,
123304.62,0,,,,,,,,,,,,
141970.02,1,,,,,,,,,,,,
37136.15,0,,,,,,,,,,,,
199293.01,0,,,,,,,,,,,,
161388.22,0,,,,,,,,,,,,
70532.53,0,,,,,,,,,,,,
144290.25,0,,,,,,,,,,,,
96069.82,0,,,,,,,,,,,,
185662.84,0,,,,,,,,,,,,
17913.25,0,,,,,,,,,,,,
101039.53,1,,,,,,,,,,,,
156953.54,1,,,,,,,,,,,,
28276.83,0,,,,,,,,,,,,
84049.16,0,,,,,,,,,,,,
147822.44,0,,,,,,,,,,,,
9497.99,1,,,,,,,,,,,,
87067.73,0,,,,,,,,,,,,
23237.25,0,,,,,,,,,,,,
27239.28,0,,,,,,,,,,,,
151481.86,1,,,,,,,,,,,,
114669.79,0,,,,,,,,,,,,
116748.14,0,,,,,,,,,,,,
90877.76,0,,,,,,,,,,,,
133692.88,0,,,,,,,,,,,,
30662.91,0,,,,,,,,,,,,
191395.88,0,,,,,,,,,,,,
106648.58,0,,,,,,,,,,,,
50899.91,0,,,,,,,,,,,,
115452.51,1,,,,,,,,,,,,
64139.1,0,,,,,,,,,,,,
22030.72,0,,,,,,,,,,,,
38434.73,0,,,,,,,,,,,,
42774.84,1,,,,,,,,,,,,
158973.77,0,,,,,,,,,,,,
34551.35,1,,,,,,,,,,,,
101515.76,0,,,,,,,,,,,,
9561.73,0,,,,,,,,,,,,
168313.17,0,,,,,,,,,,,,
55100.09,0,,,,,,,,,,,,
31830.06,0,,,,,,,,,,,,
71519.4,0,,,,,,,,,,,,
32599.35,0,,,,,,,,,,,,
139946.68,1,,,,,,,,,,,,
110468.51,0,,,,,,,,,,,,
74042,0,,,,,,,,,,,,
151871.84,0,,,,,,,,,,,,
199693.84,1,,,,,,,,,,,,
58907.08,1,,,,,,,,,,,,
103799.77,1,,,,,,,,,,,,
93835.64,0,,,,,,,,,,,,
156425.57,1,,,,,,,,,,,,
123723.83,0,,,,,,,,,,,,
199464.08,0,,,,,,,,,,,,
83084.33,0,,,,,,,,,,,,
25488.43,1,,,,,,,,,,,,
9596.4,0,,,,,,,,,,,,
70370.24,0,,,,,,,,,,,,
86330.32,0,,,,,,,,,,,,
168507.68,1,,,,,,,,,,,,
111605.9,0,,,,,,,,,,,,
143317.42,0,,,,,,,,,,,,
27619.06,0,,,,,,,,,,,,
146573.66,1,,,,,,,,,,,,
69055.45,0,,,,,,,,,,,,
54453.72,0,,,,,,,,,,,,
33524.6,0,,,,,,,,,,,,
135083.73,0,,,,,,,,,,,,
137439.34,0,,,,,,,,,,,,
11205.5,0,,,,,,,,,,,,
60176.1,0,,,,,,,,,,,,
29552.7,0,,,,,,,,,,,,
188795.85,0,,,,,,,,,,,,
11638.17,0,,,,,,,,,,,,
93155.75,0,,,,,,,,,,,,
48986.18,0,,,,,,,,,,,,
116951.1,0,,,,,,,,,,,,
137041.26,0,,,,,,,,,,,,
44653.5,0,,,,,,,,,,,,
104035.41,1,,,,,,,,,,,,
110593.62,0,,,,,,,,,,,,
36099.7,0,,,,,,,,,,,,
12470.3,0,,,,,,,,,,,,
95403.41,0,,,,,,,,,,,,
151757.81,0,,,,,,,,,,,,
47536.46,0,,,,,,,,,,,,
101274.17,0,,,,,,,,,,,,
140268.45,0,,,,,,,,,,,,
11663.09,0,,,,,,,,,,,,
150784.29,0,,,,,,,,,,,,
119400.08,0,,,,,,,,,,,,
126188.42,0,,,,,,,,,,,,
89983.02,1,,,,,,,,,,,,
29761.29,0,,,,,,,,,,,,
27073.81,0,,,,,,,,,,,,
96399.67,1,,,,,,,,,,,,
45422.89,0,,,,,,,,,,,,
108699.59,1,,,,,,,,,,,,
38967.29,0,,,,,,,,,,,,
116466.19,0,,,,,,,,,,,,
17993.43,0,,,,,,,,,,,,
43250.54,0,,,,,,,,,,,,
125240.8,0,,,,,,,,,,,,
191415.94,0,,,,,,,,,,,,
90860.97,0,,,,,,,,,,,,
141872.52,0,,,,,,,,,,,,
49418.87,1,,,,,,,,,,,,
170426.65,1,,,,,,,,,,,,
51016.02,1,,,,,,,,,,,,
81175.25,0,,,,,,,,,,,,
99106.97,0,,,,,,,,,,,,
79134.78,0,,,,,,,,,,,,
163550.58,1,,,,,,,,,,,,
67769.94,0,,,,,,,,,,,,
126592.01,0,,,,,,,,,,,,
89602.81,0,,,,,,,,,,,,
179421.84,0,,,,,,,,,,,,
156906.15,0,,,,,,,,,,,,
168486.02,0,,,,,,,,,,,,
132730.07,1,,,,,,,,,,,,
39057.67,0,,,,,,,,,,,,
174606.35,0,,,,,,,,,,,,
79259.77,0,,,,,,,,,,,,
168515.61,0,,,,,,,,,,,,
161125.67,1,,,,,,,,,,,,
77878.62,0,,,,,,,,,,,,
80823.02,0,,,,,,,,,,,,
119348.28,0,,,,,,,,,,,,
178331.36,0,,,,,,,,,,,,
119174.88,1,,,,,,,,,,,,
82662.73,0,,,,,,,,,,,,
40441.1,0,,,,,,,,,,,,
109881.71,0,,,,,,,,,,,,
157937.35,0,,,,,,,,,,,,
38276.84,1,,,,,,,,,,,,
65222.48,0,,,,,,,,,,,,
2181.94,0,,,,,,,,,,,,
156249.06,0,,,,,,,,,,,,
45591.23,0,,,,,,,,,,,,
79458.12,0,,,,,,,,,,,,
103042.2,1,,,,,,,,,,,,
70209.83,0,,,,,,,,,,,,
176743.51,0,,,,,,,,,,,,
10703.53,1,,,,,,,,,,,,
151425.82,0,,,,,,,,,,,,
3894.34,0,,,,,,,,,,,,
28861.69,0,,,,,,,,,,,,
177703.15,0,,,,,,,,,,,,
136649.8,1,,,,,,,,,,,,
175894.24,0,,,,,,,,,,,,
76257.46,0,,,,,,,,,,,,
193668.49,0,,,,,,,,,,,,
125671.29,0,,,,,,,,,,,,
174098.28,1,,,,,,,,,,,,
187866.21,1,,,,,,,,,,,,
100862.36,0,,,,,,,,,,,,
10804.04,0,,,,,,,,,,,,
170893.85,0,,,,,,,,,,,,
22698.56,0,,,,,,,,,,,,
89822.48,0,,,,,,,,,,,,
175262.49,0,,,,,,,,,,,,
15705.27,0,,,,,,,,,,,,
170025.43,0,,,,,,,,,,,,
17242.79,0,,,,,,,,,,,,
79734.23,0,,,,,,,,,,,,
92712.97,0,,,,,,,,,,,,
99689.48,0,,,,,,,,,,,,
93336.3,1,,,,,,,,,,,,
175893.53,0,,,,,,,,,,,,
42840.18,1,,,,,,,,,,,,
140298.24,0,,,,,,,,,,,,
144000.59,1,,,,,,,,,,,,
113408.11,0,,,,,,,,,,,,
96420.58,0,,,,,,,,,,,,
125806.3,0,,,,,,,,,,,,
65720.92,0,,,,,,,,,,,,
31002.03,0,,,,,,,,,,,,
158248.71,1,,,,,,,,,,,,
94677.83,0,,,,,,,,,,,,
17257.72,0,,,,,,,,,,,,
101397.86,0,,,,,,,,,,,,
84870.23,0,,,,,,,,,,,,
183515.13,0,,,,,,,,,,,,
75969.19,0,,,,,,,,,,,,
146379.3,0,,,,,,,,,,,,
127154.8,0,,,,,,,,,,,,
2019.78,1,,,,,,,,,,,,
197885.72,0,,,,,,,,,,,,
138017.68,0,,,,,,,,,,,,
170984.97,1,,,,,,,,,,,,
55859.27,0,,,,,,,,,,,,
4459.5,0,,,,,,,,,,,,
102135.92,0,,,,,,,,,,,,
112771.95,0,,,,,,,,,,,,
32903.93,0,,,,,,,,,,,,
162260.93,0,,,,,,,,,,,,
87959.83,0,,,,,,,,,,,,
166476.95,1,,,,,,,,,,,,
25438.87,0,,,,,,,,,,,,
157230.06,1,,,,,,,,,,,,
197305.91,0,,,,,,,,,,,,
44435.76,0,,,,,,,,,,,,
181051.99,0,,,,,,,,,,,,
159069.37,0,,,,,,,,,,,,
155485.24,0,,,,,,,,,,,,
43852.05,0,,,,,,,,,,,,
140071.57,0,,,,,,,,,,,,
49089.36,0,,,,,,,,,,,,
55893.37,0,,,,,,,,,,,,
192660.55,0,,,,,,,,,,,,
137028.51,0,,,,,,,,,,,,
34430.16,0,,,,,,,,,,,,
108409.17,1,,,,,,,,,,,,
145325.32,0,,,,,,,,,,,,
81425.61,0,,,,,,,,,,,,
51553.43,0,,,,,,,,,,,,
52795.15,0,,,,,,,,,,,,
84270.09,0,,,,,,,,,,,,
145011.62,0,,,,,,,,,,,,
66245.44,1,,,,,,,,,,,,
36446.74,0,,,,,,,,,,,,
137136.29,0,,,,,,,,,,,,
117323.31,0,,,,,,,,,,,,
74157.71,0,,,,,,,,,,,,
104253.56,0,,,,,,,,,,,,
2748.72,0,,,,,,,,,,,,
195937.16,0,,,,,,,,,,,,
22101.86,0,,,,,,,,,,,,
126535.92,0,,,,,,,,,,,,
44692.63,1,,,,,,,,,,,,
112442.63,1,,,,,,,,,,,,
66331.01,0,,,,,,,,,,,,
16657.68,1,,,,,,,,,,,,
20081.3,0,,,,,,,,,,,,
93820.49,1,,,,,,,,,,,,
130795.52,0,,,,,,,,,,,,
160129.99,0,,,,,,,,,,,,
189969.91,0,,,,,,,,,,,,
9712.52,1,,,,,,,,,,,,
196062.01,0,,,,,,,,,,,,
125710.53,0,,,,,,,,,,,,
23054.51,1,,,,,,,,,,,,
170679.74,0,,,,,,,,,,,,
181258.76,0,,,,,,,,,,,,
22835.13,1,,,,,,,,,,,,
102397.22,1,,,,,,,,,,,,
115950.96,0,,,,,,,,,,,,
15876.52,0,,,,,,,,,,,,
117690.58,1,,,,,,,,,,,,
173792.77,0,,,,,,,,,,,,
80992.8,0,,,,,,,,,,,,
189398.18,1,,,,,,,,,,,,
56787.8,0,,,,,,,,,,,,
148309.98,0,,,,,,,,,,,,
179673.11,1,,,,,,,,,,,,
138470.21,0,,,,,,,,,,,,
163798.41,1,,,,,,,,,,,,
33693.78,0,,,,,,,,,,,,
48545.1,0,,,,,,,,,,,,
123427.98,0,,,,,,,,,,,,
174183.44,0,,,,,,,,,,,,
17938,0,,,,,,,,,,,,
90059.04,0,,,,,,,,,,,,
137694.23,0,,,,,,,,,,,,
65039.9,0,,,,,,,,,,,,
162858.29,0,,,,,,,,,,,,
35701.06,0,,,,,,,,,,,,
18826.06,0,,,,,,,,,,,,
130086.47,1,,,,,,,,,,,,
143360.56,0,,,,,,,,,,,,
159920.92,0,,,,,,,,,,,,
12099.67,0,,,,,,,,,,,,
53087.98,0,,,,,,,,,,,,
142839.82,0,,,,,,,,,,,,
178.19,0,,,,,,,,,,,,
105618.14,0,,,,,,,,,,,,
24734.25,0,,,,,,,,,,,,
82245.67,0,,,,,,,,,,,,
177695.67,0,,,,,,,,,,,,
107961.11,1,,,,,,,,,,,,
55207.41,0,,,,,,,,,,,,
182633.63,1,,,,,,,,,,,,
51587.04,0,,,,,,,,,,,,
115403.31,0,,,,,,,,,,,,
186392.99,1,,,,,,,,,,,,
44374.44,0,,,,,,,,,,,,
84033.35,0,,,,,,,,,,,,
82276.62,0,,,,,,,,,,,,
177528.92,0,,,,,,,,,,,,
56850.92,1,,,,,,,,,,,,
47972.65,0,,,,,,,,,,,,
104982.39,0,,,,,,,,,,,,
133535.29,0,,,,,,,,,,,,
25571.37,0,,,,,,,,,,,,
96075.55,0,,,,,,,,,,,,
81634.45,0,,,,,,,,,,,,
165008.97,0,,,,,,,,,,,,
138191.81,0,,,,,,,,,,,,
99136.49,0,,,,,,,,,,,,
63584.55,1,,,,,,,,,,,,
160532.88,0,,,,,,,,,,,,
162683.06,0,,,,,,,,,,,,
134878.19,0,,,,,,,,,,,,
134626.3,0,,,,,,,,,,,,
175480.93,0,,,,,,,,,,,,
174337.68,0,,,,,,,,,,,,
172524.51,0,,,,,,,,,,,,
25395.83,0,,,,,,,,,,,,
184856.89,0,,,,,,,,,,,,
182624.93,0,,,,,,,,,,,,
192505.62,0,,,,,,,,,,,,
112507.63,0,,,,,,,,,,,,
177295.92,0,,,,,,,,,,,,
12465.51,0,,,,,,,,,,,,
36122.96,0,,,,,,,,,,,,
37836.64,0,,,,,,,,,,,,
34747.43,0,,,,,,,,,,,,
131097.9,0,,,,,,,,,,,,
105280.55,0,,,,,,,,,,,,
149653.81,0,,,,,,,,,,,,
139390.99,0,,,,,,,,,,,,
132436.71,0,,,,,,,,,,,,
179705.13,1,,,,,,,,,,,,
15796.66,0,,,,,,,,,,,,
142754.71,0,,,,,,,,,,,,
2578.43,0,,,,,,,,,,,,
88992.05,0,,,,,,,,,,,,
32936.44,1,,,,,,,,,,,,
39122.58,0,,,,,,,,,,,,
191092.62,0,,,,,,,,,,,,
129149.06,0,,,,,,,,,,,,
13218.6,0,,,,,,,,,,,,
160589.18,0,,,,,,,,,,,,
179657.83,0,,,,,,,,,,,,
44335.54,1,,,,,,,,,,,,
29217.37,0,,,,,,,,,,,,
43651.49,0,,,,,,,,,,,,
159654,0,,,,,,,,,,,,
17992.94,0,,,,,,,,,,,,
141501.45,1,,,,,,,,,,,,
93825.78,0,,,,,,,,,,,,
41852.24,1,,,,,,,,,,,,
97629.31,1,,,,,,,,,,,,
37065.66,0,,,,,,,,,,,,
38614.69,0,,,,,,,,,,,,
87816.86,0,,,,,,,,,,,,
184866.86,0,,,,,,,,,,,,
160176.47,0,,,,,,,,,,,,
164357.1,0,,,,,,,,,,,,
17818.33,0,,,,,,,,,,,,
142680.64,1,,,,,,,,,,,,
85081.09,0,,,,,,,,,,,,
176450.19,0,,,,,,,,,,,,
121967.88,0,,,,,,,,,,,,
127187.04,0,,,,,,,,,,,,
108313.34,0,,,,,,,,,,,,
57205.55,0,,,,,,,,,,,,
157891.86,0,,,,,,,,,,,,
86927.53,0,,,,,,,,,,,,
107753.07,0,,,,,,,,,,,,
82158.14,0,,,,,,,,,,,,
29135.89,1,,,,,,,,,,,,
17095.49,0,,,,,,,,,,,,
100447.53,0,,,,,,,,,,,,
83470.4,1,,,,,,,,,,,,
121846.81,0,,,,,,,,,,,,
129107.59,0,,,,,,,,,,,,
54726.43,0,,,,,,,,,,,,
116141.72,0,,,,,,,,,,,,
124872.42,1,,,,,,,,,,,,
186438.86,1,,,,,,,,,,,,
134281.11,0,,,,,,,,,,,,
91044.47,0,,,,,,,,,,,,
74320.75,0,,,,,,,,,,,,
9704.66,0,,,,,,,,,,,,
128600.49,0,,,,,,,,,,,,
6468.24,0,,,,,,,,,,,,
57898.58,0,,,,,,,,,,,,
192120.66,0,,,,,,,,,,,,
164213.53,1,,,,,,,,,,,,
117547.76,0,,,,,,,,,,,,
26149.25,0,,,,,,,,,,,,
9181.66,0,,,,,,,,,,,,
166588.76,0,,,,,,,,,,,,
195053.58,1,,,,,,,,,,,,
85787.31,0,,,,,,,,,,,,
102428.51,0,,,,,,,,,,,,
71175.94,0,,,,,,,,,,,,
166440.32,0,,,,,,,,,,,,
148848.76,1,,,,,,,,,,,,
140286.69,0,,,,,,,,,,,,
104220.5,0,,,,,,,,,,,,
70778.63,1,,,,,,,,,,,,
65868.28,0,,,,,,,,,,,,
171482.56,0,,,,,,,,,,,,
143204.41,0,,,,,,,,,,,,
28427.84,0,,,,,,,,,,,,
78387.32,0,,,,,,,,,,,,
161076.92,0,,,,,,,,,,,,
54277.45,1,,,,,,,,,,,,
137180.95,0,,,,,,,,,,,,
21063.71,1,,,,,,,,,,,,
152210.81,0,,,,,,,,,,,,
88890.75,0,,,,,,,,,,,,
190534.76,0,,,,,,,,,,,,
83090.35,0,,,,,,,,,,,,
141426.78,0,,,,,,,,,,,,
51358.66,0,,,,,,,,,,,,
88703.04,1,,,,,,,,,,,,
116696.77,0,,,,,,,,,,,,
7156.09,0,,,,,,,,,,,,
49161.12,1,,,,,,,,,,,,
126743.33,1,,,,,,,,,,,,
65390.46,1,,,,,,,,,,,,
138835.91,0,,,,,,,,,,,,
36154.66,0,,,,,,,,,,,,
59755.14,0,,,,,,,,,,,,
125302.64,0,,,,,,,,,,,,
94274.72,1,,,,,,,,,,,,
102260.16,0,,,,,,,,,,,,
136028.97,0,,,,,,,,,,,,
110114.38,1,,,,,,,,,,,,
100442.22,1,,,,,,,,,,,,
193597.94,0,,,,,,,,,,,,
1871.25,0,,,,,,,,,,,,
42831.11,0,,,,,,,,,,,,
182156.86,0,,,,,,,,,,,,
151648.66,1,,,,,,,,,,,,
146738.83,0,,,,,,,,,,,,
12148.2,0,,,,,,,,,,,,
118029.09,0,,,,,,,,,,,,
50783.88,0,,,,,,,,,,,,
129891.66,0,,,,,,,,,,,,
9904.63,0,,,,,,,,,,,,
63213.31,0,,,,,,,,,,,,
137565.87,0,,,,,,,,,,,,
17185.95,1,,,,,,,,,,,,
143783.46,0,,,,,,,,,,,,
36823.28,0,,,,,,,,,,,,
154957.66,1,,,,,,,,,,,,
31892.82,0,,,,,,,,,,,,
191084.4,1,,,,,,,,,,,,
179718.17,0,,,,,,,,,,,,
159823.16,0,,,,,,,,,,,,
114110.97,0,,,,,,,,,,,,
60993.23,0,,,,,,,,,,,,
66408.01,1,,,,,,,,,,,,
136398.9,0,,,,,,,,,,,,
140709.25,0,,,,,,,,,,,,
8555.73,0,,,,,,,,,,,,
115022.94,0,,,,,,,,,,,,
187638.34,0,,,,,,,,,,,,
3829.13,0,,,,,,,,,,,,
119357.93,0,,,,,,,,,,,,
192175.52,0,,,,,,,,,,,,
128841.31,0,,,,,,,,,,,,
150422.35,0,,,,,,,,,,,,
188187.05,0,,,,,,,,,,,,
1775.52,0,,,,,,,,,,,,
85086.78,0,,,,,,,,,,,,
3797.79,0,,,,,,,,,,,,
150856.38,0,,,,,,,,,,,,
90537.47,0,,,,,,,,,,,,
166370.81,0,,,,,,,,,,,,
178994.13,1,,,,,,,,,,,,
195681.43,0,,,,,,,,,,,,
53277.15,0,,,,,,,,,,,,
172490.78,1,,,,,,,,,,,,
11819.84,0,,,,,,,,,,,,
82900.25,0,,,,,,,,,,,,
82709.8,0,,,,,,,,,,,,
180593.45,0,,,,,,,,,,,,
172363.41,0,,,,,,,,,,,,
91195.12,0,,,,,,,,,,,,
108987.25,1,,,,,,,,,,,,
44265.28,0,,,,,,,,,,,,
116613.26,0,,,,,,,,,,,,
148527.56,0,,,,,,,,,,,,
84239.46,0,,,,,,,,,,,,
62002.04,0,,,,,,,,,,,,
46044.48,1,,,,,,,,,,,,
169669.33,1,,,,,,,,,,,,
156346.84,0,,,,,,,,,,,,
157711.18,0,,,,,,,,,,,,
89087.4,0,,,,,,,,,,,,
8742.36,0,,,,,,,,,,,,
117038.96,0,,,,,,,,,,,,
164241.67,0,,,,,,,,,,,,
137720.56,1,,,,,,,,,,,,
106.67,0,,,,,,,,,,,,
1539.21,0,,,,,,,,,,,,
59659.53,0,,,,,,,,,,,,
173586.63,1,,,,,,,,,,,,
126033.9,0,,,,,,,,,,,,
62808.93,1,,,,,,,,,,,,
147007.33,0,,,,,,,,,,,,
196261.64,0,,,,,,,,,,,,
44560.17,1,,,,,,,,,,,,
18917.95,0,,,,,,,,,,,,
4525.4,0,,,,,,,,,,,,
93112.2,0,,,,,,,,,,,,
9658.41,0,,,,,,,,,,,,
182627.25,1,,,,,,,,,,,,
13177.4,0,,,,,,,,,,,,
43568.31,1,,,,,,,,,,,,
117830.57,0,,,,,,,,,,,,
117396.25,0,,,,,,,,,,,,
96929.24,1,,,,,,,,,,,,
36275.94,0,,,,,,,,,,,,
116706,0,,,,,,,,,,,,
168080.53,1,,,,,,,,,,,,
25887.89,1,,,,,,,,,,,,
122488.59,0,,,,,,,,,,,,
113171.61,1,,,,,,,,,,,,
100365.51,0,,,,,,,,,,,,
124151.37,0,,,,,,,,,,,,
112664.24,0,,,,,,,,,,,,
183494.87,0,,,,,,,,,,,,
198810.65,1,,,,,,,,,,,,
131259.6,1,,,,,,,,,,,,
116471.14,1,,,,,,,,,,,,
15336.4,0,,,,,,,,,,,,
99593.28,0,,,,,,,,,,,,
170514.21,0,,,,,,,,,,,,
34265.08,1,,,,,,,,,,,,
106977.53,1,,,,,,,,,,,,
164287.86,0,,,,,,,,,,,,
25292.53,0,,,,,,,,,,,,
51820.87,1,,,,,,,,,,,,
81452.29,0,,,,,,,,,,,,
1354.25,0,,,,,,,,,,,,
71379.92,1,,,,,,,,,,,,
154137.33,0,,,,,,,,,,,,
64308.49,1,,,,,,,,,,,,
31613.35,0,,,,,,,,,,,,
27738.01,0,,,,,,,,,,,,
163570.25,0,,,,,,,,,,,,
193878.51,0,,,,,,,,,,,,
147545.65,0,,,,,,,,,,,,
195906.59,0,,,,,,,,,,,,
178458.86,0,,,,,,,,,,,,
156125.72,0,,,,,,,,,,,,
11159.19,0,,,,,,,,,,,,
45738.94,0,,,,,,,,,,,,
140650.19,0,,,,,,,,,,,,
4733.94,0,,,,,,,,,,,,
10579.72,0,,,,,,,,,,,,
179655.87,0,,,,,,,,,,,,
77502.56,0,,,,,,,,,,,,
145759.93,0,,,,,,,,,,,,
56246.72,0,,,,,,,,,,,,
151335.24,0,,,,,,,,,,,,
179833.45,0,,,,,,,,,,,,
191627.85,0,,,,,,,,,,,,
173016.46,0,,,,,,,,,,,,
58469.75,0,,,,,,,,,,,,
28038.28,0,,,,,,,,,,,,
159576.75,1,,,,,,,,,,,,
151280.96,0,,,,,,,,,,,,
139953.94,0,,,,,,,,,,,,
105407.79,0,,,,,,,,,,,,
56865.62,0,,,,,,,,,,,,
198072.16,0,,,,,,,,,,,,
137791.18,0,,,,,,,,,,,,
103787.28,0,,,,,,,,,,,,
30912.89,0,,,,,,,,,,,,
78651.55,0,,,,,,,,,,,,
123309.57,1,,,,,,,,,,,,
174118.93,0,,,,,,,,,,,,
85736.26,0,,,,,,,,,,,,
121138.77,0,,,,,,,,,,,,
84199.78,0,,,,,,,,,,,,
